GENE	BF
MGAT5B	-11.920
MGEA5	6.775
MGLL	-9.758
MGME1	-8.221
MGMT	-4.263
MGP	-9.922
MGRN1	5.170
MGST1	-14.080
MGST2	-6.357
MGST3	-11.026
MIA	-9.545
MIA2	-9.825
MIA3	-6.767
MIB1	-2.524
MIB2	-6.119
MICA	-10.964
MICAL1	0.839
MICAL2	-5.922
MICAL3	-5.939
MICALCL	-0.819
MICALL1	-6.783
MICALL2	0.948
MICB	-12.306
MICU1	-1.889
MICU2	-4.623
MICU3	-8.940
MID1	-7.700
MID1IP1	-1.694
MID2	-11.131
MIDN	-1.824
MIEF1	-9.100
MIEF2	-9.136
MIEN1	-11.190
MIER1	-4.489
MIER2	-10.935
MIER3	-9.437
MIF	-15.845
MIF4GD	-5.079
MIIP	-3.847
MINA	0.960
MINK1	-2.100
MINPP1	-1.585
MIOS	3.383
MIOX	-7.305
MIP	-5.869
MIPEP	2.655
MIPOL1	-6.156
MIS12	-0.595
MIS18A	-1.527
MIS18BP1	9.803
MISP	-1.295
MITD1	-7.021
MITF	-7.917
MIXL1	-8.102
MKI67	-0.702
MKI67IP	-2.073
MKKS	-10.570
MKL1	-2.362
MKL2	-6.490
MKLN1	-0.626
MKNK1	-5.261
MKNK2	-2.536
MKRN1	-6.407
MKRN2	-11.202
MKRN3	-9.759
MKS1	-5.775
MKX	-16.533
MLANA	-9.881
MLC1	-9.731
MLEC	-9.484
MLF1	-10.986
MLF1IP	-2.175
MLF2	1.105
MLH1	-5.861
MLH3	-10.543
MLIP	-5.001
MLK4	-10.872
MLKL	-6.980
MLLT1	-0.000
MLLT10	-5.245
MLLT11	-8.531
MLLT3	-10.977
MLLT4	-1.008
MLLT6	-7.894
MLN	-12.569
MLNR	-0.055
MLPH	-6.138
MLST8	-1.776
MLTK	-3.087
MLX	-7.578
MLXIP	-5.211
MLXIPL	-7.727
MLYCD	-1.930
MMAA	-9.602
MMAB	-6.863
MMACHC	-8.254
MMADHC	-12.878
MMD	-1.641
MMD2	-0.886
MME	-4.183
MMEL1	-9.630
MMGT1	12.260
MMP1	-9.200
MMP10	-10.955
MMP11	-13.257
MMP13	-3.308
MMP14	-7.892
MMP15	-9.131
MMP16	-11.607
MMP17	0.319
MMP19	-1.291
MMP2	-9.090
MMP21	-5.362
MMP23B	3.281
MMP24	-4.699
MMP25	3.640
MMP26	-9.044
MMP27	-4.815
MMP28	-4.875
MMP3	-4.295
MMP7	-0.968
MMP8	-9.476
MMP9	-12.617
MMRN1	-8.174
MMRN2	-2.493
MMS19	11.756
MMS22L	8.215
MN1	-8.450
MNAT1	12.912
MND1	-10.903
MNDA	-16.514
MNS1	-5.218
MNT	-8.115
MNX1	-4.582
MOAP1	-4.679
MOB1A	-13.654
MOB1B	-2.190
MOB2	-11.337
MOB3A	-6.885
MOB3B	-12.215
MOB3C	-6.762
MOB4	3.089
MOBP	-6.742
MOCOS	-12.066
MOCS1	-10.068
MOCS2	2.947
MOCS3	14.012
MOG	-13.139
MOGAT1	-12.918
MOGAT2	5.068
MOGAT3	-1.247
MOGS	3.513
MOK	-6.739
MON1A	3.453
MON1B	-8.424
MON2	-1.748
MORC1	-12.905
MORC2	-5.590
MORC3	-7.337
MORC4	-10.566
MORF4L1	-5.835
MORF4L2	-7.799
MORN1	-4.433
MORN2	-9.805
MORN3	1.181
MORN4	0.198
MORN5	-10.581
MOS	-6.648
MOSPD1	-13.586
MOSPD2	-9.651
MOSPD3	-5.627
MOV10	-7.858
MOV10L1	-4.873
MOXD1	-13.868
MPC1	-10.346
MPC2	-7.124
MPDU1	2.158
MPDZ	-7.653
MPEG1	-7.628
MPG	-7.020
MPHOSPH10	8.433
MPHOSPH6	-8.914
MPHOSPH8	-9.677
MPHOSPH9	-8.129
MPI	-6.967
MPL	-6.190
MPLKIP	0.827
MPND	-5.143
MPO	-6.576
MPP1	-10.809
MPP2	-1.410
MPP3	-6.391
MPP4	-7.768
MPP5	-7.607
MPP6	-8.852
MPP7	-9.121
MPPE1	-9.352
MPPED1	-13.092
MPPED2	-0.215
MPRIP	2.362
MPST	-11.882
MPV17	-4.616
MPV17L	-4.934
MPV17L2	-7.813
MPZ	-7.855
MPZL1	-6.063
MPZL2	-13.046
MPZL3	-9.371
MR1	-11.961
MRAP	-6.217
MRAP2	-6.246
MRAS	-9.922
MRC2	-3.145
MRE11A	2.990
MREG	-9.953
MRFAP1	-2.003
MRFAP1L1	-11.675
MRGBP	-1.861
MRGPRD	3.065
MRGPRE	-6.158
MRGPRF	2.060
MRGPRG	-16.036
MRGPRX1	1.264
MRGPRX2	-4.110
MRGPRX3	-8.988
MRGPRX4	-13.447
MRI1	-4.417
MRM1	-1.143
MRO	-10.968
MROH1	-9.016
MROH2A	-9.717
MROH2B	-5.624
MROH6	-1.368
MROH7	-8.925
MROH9	-9.010
MRP63	4.227
MRPL1	-6.428
MRPL10	-3.703
MRPL11	-3.067
MRPL12	1.774
MRPL13	4.435
MRPL14	-4.073
MRPL15	0.308
MRPL16	-12.533
MRPL17	-10.546
MRPL18	-1.959
MRPL19	-3.024
MRPL2	2.923
MRPL20	-5.789
MRPL21	-4.238
MRPL22	-1.991
MRPL23	-11.324
MRPL24	-3.433
MRPL27	-0.200
MRPL28	2.950
MRPL3	0.005
MRPL30	-8.693
MRPL32	-7.511
MRPL33	-0.114
MRPL34	2.750
MRPL35	9.902
MRPL36	-1.693
MRPL37	0.577
MRPL38	0.516
MRPL39	8.817
MRPL4	2.413
MRPL40	-0.316
MRPL41	-2.529
MRPL42	7.261
MRPL43	-1.268
MRPL44	-4.317
MRPL45	13.012
MRPL46	-4.048
MRPL47	-2.240
MRPL48	-0.834
MRPL49	4.910
MRPL50	1.920
MRPL51	-1.964
MRPL52	-6.556
MRPL53	-1.052
MRPL54	-7.976
MRPL55	-10.160
MRPL9	-2.400
MRPS10	0.193
MRPS11	3.764
MRPS12	4.000
MRPS14	4.621
MRPS15	-0.255
MRPS16	3.599
MRPS17	-7.517
MRPS18A	0.621
MRPS18B	4.135
MRPS18C	2.347
MRPS2	-5.433
MRPS21	2.317
MRPS22	-4.526
MRPS23	8.385
MRPS24	9.420
MRPS25	-11.058
MRPS26	-12.084
MRPS27	3.770
MRPS28	-1.309
MRPS30	4.229
MRPS31	-5.523
MRPS33	-4.111
MRPS34	-2.789
MRPS35	1.894
MRPS36	-4.372
MRPS5	-0.159
MRPS6	-3.556
MRPS7	6.286
MRPS9	-3.811
MRRF	-0.727
MRS2	-4.793
MRTO4	20.333
MRVI1	-3.523
MS4A1	-16.467
MS4A10	-3.725
MS4A12	-11.256
MS4A13	-6.160
MS4A14	-8.332
MS4A15	-0.797
MS4A2	-6.375
MS4A3	-11.407
MS4A4A	-9.320
MS4A4E	-4.183
MS4A5	-11.421
MS4A6A	-11.067
MS4A6E	-16.325
MS4A7	-13.360
MS4A8	-13.178
MSANTD1	-6.085
MSANTD2	-7.301
MSANTD3	2.444
MSANTD4	-7.217
MSC	-10.858
MSGN1	-7.784
MSH2	-7.588
MSH3	-3.953
MSH4	-9.335
MSH5	-3.796
MSH6	-5.222
MSI1	-10.671
MSI2	-6.709
MSL1	3.818
MSL2	1.651
MSL3	-0.722
MSLN	-5.501
MSMB	-10.150
MSMO1	-4.701
MSN	-4.541
MSR1	-11.817
MSRA	-5.096
MSRB1	7.127
MSRB2	-13.412
MSRB3	-2.635
MSS51	-3.232
MST1	7.693
MST1R	-6.698
MST4	-11.117
MSTN	-12.686
MSTO1	-0.026
MSX1	-7.136
MSX2	-3.498
MT1G	-1.218
MT1HL1	-1.639
MT1M	-1.127
MT2A	-3.543
MT3	-10.601
MT4	-3.552
MTA1	-8.335
MTA2	-3.452
MTA3	-1.765
MTAP	-8.928
MTBP	11.811
MTCH1	2.500
MTCH2	-3.797
MTCP1	-10.767
MTDH	-8.568
MTERF	-7.409
MTERFD1	-6.333
MTERFD2	-2.645
MTERFD3	-14.180
MTF1	-9.438
MTF2	-3.204
MTFMT	2.869
MTFP1	-11.834
MTFR1	-13.008
MTFR1L	-10.555
MTFR2	-6.637
MTG1	1.486
MTG2	7.541
MTHFD1	0.307
MTHFD1L	-4.762
MTHFD2	-1.622
MTHFD2L	-1.009
MTHFR	-1.914
MTHFS	-2.513
MTHFSD	-8.376
MTIF2	-3.967
MTIF3	4.814
MTL5	3.496
MTM1	-15.173
MTMR1	-6.059
MTMR10	-16.568
MTMR11	-9.296
MTMR12	-12.243
MTMR14	-9.909
MTMR2	-5.937
MTMR3	-4.224
MTMR4	-2.954
MTMR6	-4.456
MTMR7	-14.003
MTMR8	-4.936
MTMR9	-3.899
MTNR1A	-9.528
MTNR1B	-9.298
MTO1	-6.460
MTOR	17.781
MTPAP	3.031
MTPN	-7.268
MTR	-12.435
MTRF1	-3.735
MTRF1L	0.754
MTRNR2L6	-0.568
MTRR	-2.691
MTSS1	-10.164
MTSS1L	-3.577
MTTP	-12.610
MTUS1	-10.122
MTUS2	-5.047
MTX1	0.056
MTX2	-4.208
MTX3	0.146
MUC1	-4.839
MUC12	-10.336
MUC13	-9.058
MUC15	-8.329
MUC16	-4.749
MUC17	3.095
MUC19	0.380
MUC2	0.688
MUC20	-0.906
MUC21	-10.356
MUC22	-9.580
MUC4	-5.552
MUC5B	-2.529
MUC6	-5.867
MUC7	-18.101
MUCL1	-3.860
MUL1	-12.085
MUM1	-6.952
MUM1L1	-8.831
MURC	-9.325
MUS81	-2.569
MUSK	-2.150
MUSTN1	-4.076
MUT	-11.831
MUTYH	-3.882
MVB12A	-10.435
MVB12B	-8.719
MVD	-3.149
MVK	-4.898
MVP	-1.592
MX1	-15.059
MX2	-9.052
MXD1	-7.721
MXD3	-11.489
MXD4	-10.277
MXI1	-1.469
MXRA5	-8.389
MXRA7	-0.245
MXRA8	3.120
MYADM	-8.865
MYADML2	-5.300
MYB	-7.247
MYBBP1A	8.761
MYBL1	-11.786
MYBL2	-0.229
MYBPC1	-0.959
MYBPC2	-7.474
MYBPC3	-8.150
MYBPH	-7.026
MYBPHL	-5.120
MYC	10.795
MYCBP	9.815
MYCBP2	-2.837
MYCBPAP	-11.068
MYCL	-5.480
MYCN	-11.656
MYCT1	-6.319
MYD88	-6.581
MYEF2	-6.694
MYEOV	-5.492
MYEOV2	-8.783
MYF5	-6.593
MYF6	-6.457
MYH1	-13.940
MYH10	-12.717
MYH11	-5.107
MYH13	-4.820
MYH14	-1.978
MYH15	-10.685
MYH2	-9.067
MYH3	-10.967
MYH4	-14.032
MYH6	-2.497
MYH7	-6.628
MYH7B	0.912
MYH8	-7.248
MYH9	6.646
MYL1	-13.326
MYL10	-9.613
MYL12B	5.191
MYL2	-8.891
MYL3	-8.393
MYL4	-6.581
MYL5	-7.552
MYL6	-5.830
MYL6B	-9.334
MYL7	2.251
MYL9	-14.432
MYLIP	-10.962
MYLK	-9.633
MYLK2	-3.338
MYLK3	-2.643
MYLK4	-10.947
MYLPF	-15.870
MYNN	-8.992
MYO10	-9.882
MYO15A	3.134
MYO16	-9.496
MYO18A	3.840
MYO18B	-5.012
MYO19	-7.955
MYO1A	-3.937
MYO1B	-6.578
MYO1C	0.180
MYO1D	-12.334
MYO1E	-8.835
MYO1F	-6.907
MYO1G	-4.802
MYO1H	-7.490
MYO3A	-12.799
MYO3B	-6.402
MYO5A	-9.507
MYO5B	-9.122
MYO5C	1.319
MYO6	-3.565
MYO7A	-10.166
MYO7B	-4.137
MYO9A	-2.470
MYO9B	-9.980
MYOC	-6.444
MYOCD	-6.420
MYOD1	-10.618
MYOF	-4.650
MYOG	-11.530
MYOM1	-10.226
MYOM2	-8.005
MYOM3	-6.801
MYOT	-10.144
MYOZ1	7.574
MYOZ2	-9.174
MYOZ3	-9.482
MYPN	-7.249
MYPOP	-8.888
MYRF	-8.090
MYRFL	-2.206
MYRIP	-12.997
MYSM1	-3.860
MYT1	-6.684
MYT1L	-12.903
MYZAP	-3.170
MZB1	-7.366
MZF1	2.524
MZT1	13.084
MZT2B	5.956
N4BP1	-2.518
N4BP2	-8.640
N4BP2L1	-10.162
N4BP2L2	-5.042
N4BP3	-4.520
N6AMT1	12.568
N6AMT2	-6.297
NAA10	14.724
NAA11	-8.024
NAA15	10.546
NAA16	-6.958
NAA20	4.847
NAA25	14.418
NAA30	5.008
NAA35	12.174
NAA38	8.825
NAA40	11.170
NAA50	8.713
NAA60	-7.183
NAAA	-5.113
NAALAD2	-1.638
NAALADL1	-5.381
NAALADL2	-7.463
NAB1	-5.712
NAB2	-0.323
NABP1	-7.703
NABP2	-3.167
NACA	2.575
NACA2	-1.998
NACAD	-6.266
NACC1	4.287
NACC2	-1.112
NADK	-2.481
NADK2	-3.395
NADSYN1	-5.120
NAE1	6.774
NAF1	0.638
NAGA	-7.576
NAGK	-6.203
NAGLU	-10.146
NAGPA	-4.837
NAGS	-8.806
NAIF1	-5.908
NAIP	-5.870
NALCN	-9.566
NAMPT	-0.319
NANOG	-3.494
NANOGNB	-4.459
NANOS1	-5.419
NANOS2	-2.171
NANOS3	4.410
NANP	-6.710
NANS	-8.066
NAP1L1	-0.556
NAP1L2	-12.283
NAP1L3	-14.629
NAP1L4	0.169
NAP1L5	-6.827
NAP1L6	-9.598
NAPA	4.627
NAPB	-3.943
NAPEPLD	-10.822
NAPG	4.254
NAPRT1	-8.320
NAPSA	-5.695
NARF	-9.037
NARFL	5.719
NARG2	5.240
NARS	9.527
NARS2	3.196
NASP	9.629
NAT1	-7.444
NAT10	21.747
NAT14	-2.557
NAT16	-6.962
NAT2	-11.591
NAT6	3.797
NAT8	-4.953
NAT8L	-4.585
NAT9	-9.917
NAV1	-10.546
NAV2	-2.934
NAV3	-5.039
NBAS	-2.166
NBEA	-6.965
NBEAL1	-8.914
NBEAL2	-7.221
NBN	-3.644
NBPF3	-5.736
NBPF4	-3.421
NBPF6	-3.895
NBR1	-3.846
NCALD	-7.659
NCAM1	-6.847
NCAM2	-13.396
NCAN	-2.008
NCAPD2	5.573
NCAPD3	1.364
NCAPG	5.888
NCAPG2	19.486
NCAPH	9.935
NCAPH2	6.529
NCBP1	7.350
NCBP2	5.038
NCBP2L	-13.345
NCCRP1	-3.981
NCDN	-1.089
NCEH1	-7.665
NCF1	14.174
NCF2	-14.759
NCF4	-12.442
NCK1	-1.301
NCK2	-8.496
NCKAP1	16.279
NCKAP1L	-1.928
NCKAP5	-8.643
NCKAP5L	-10.299
NCKIPSD	-2.990
NCL	10.691
NCLN	-10.882
NCMAP	1.037
NCOA1	-8.786
NCOA2	-7.861
NCOA3	-8.700
NCOA4	-6.457
NCOA5	-11.272
NCOA6	2.573
NCOA7	-7.416
NCOR1	-11.830
NCOR2	2.256
NCR1	-1.461
NCR2	-4.027
NCR3	-8.553
NCR3LG1	-4.497
NCS1	-11.880
NCSTN	9.671
NDC1	21.769
NDC80	9.106
NDE1	11.135
NDEL1	-8.983
NDFIP1	-7.572
NDFIP2	-11.309
NDN	-14.202
NDNF	-13.193
NDNL2	16.144
NDOR1	18.433
NDP	-10.225
NDRG1	-15.621
NDRG2	-6.909
NDRG3	-7.977
NDRG4	-2.327
NDST1	-13.210
NDST2	-6.032
NDST3	-12.257
NDST4	-10.013
NDUFA1	-4.313
NDUFA10	-3.539
NDUFA11	0.150
NDUFA12	-4.466
NDUFA13	18.460
NDUFA2	-8.788
NDUFA3	-3.857
NDUFA4	-1.893
NDUFA4L2	-2.760
NDUFA5	-2.140
NDUFA6	-4.446
NDUFA7	-8.523
NDUFA8	-2.019
NDUFA9	-4.147
NDUFAB1	13.050
NDUFAF1	-6.732
NDUFAF2	-4.226
NDUFAF3	-0.257
NDUFAF4	-6.019
NDUFAF5	0.734
NDUFAF6	-6.030
NDUFAF7	-12.780
NDUFB1	-7.867
NDUFB10	1.714
NDUFB11	-3.426
NDUFB2	-5.472
NDUFB4	-4.226
NDUFB5	-2.767
NDUFB6	-0.820
NDUFB7	6.292
NDUFB8	6.786
NDUFB9	6.666
NDUFC1	-1.168
NDUFC2	-4.623
NDUFS1	-6.358
NDUFS2	-7.180
NDUFS3	-1.290
NDUFS4	-2.311
NDUFS5	0.988
NDUFS6	-6.315
NDUFS7	-7.319
NDUFS8	-5.622
NDUFV1	-5.788
NDUFV2	-3.949
NDUFV3	-10.549
NEB	-9.833
NEBL	-11.600
NECAB1	-11.168
NECAB2	-6.341
NECAB3	-7.852
NECAP1	-8.982
NECAP2	-6.447
NEDD1	18.940
NEDD4	-4.819
NEDD4L	-9.770
NEDD8	4.658
NEDD9	-1.263
NEFH	-2.333
NEFM	-10.684
NEGR1	-12.405
NEIL1	-0.599
NEIL2	-7.917
NEIL3	-10.719
NEK1	5.769
NEK10	-3.302
NEK11	-4.321
NEK2	-2.009
NEK3	-13.740
NEK4	-7.702
NEK5	-12.670
NEK6	-7.784
NEK7	-8.383
NEK8	-12.631
NEK9	-9.335
NELFA	2.320
NELFB	3.878
NELFCD	8.588
NELFE	-5.643
NELL1	-7.899
NELL2	-8.639
NEMF	3.788
NENF	-5.677
NEO1	-0.087
NES	1.723
NET1	-10.465
NETO1	-13.613
NETO2	-3.370
NEU1	-9.488
NEU2	-8.510
NEU3	-7.924
NEU4	-1.085
NEURL	-4.389
NEURL1B	-0.851
NEURL2	-15.021
NEURL4	-11.266
NEUROD1	-8.809
NEUROD2	-4.114
NEUROD4	0.582
NEUROD6	-7.253
NEUROG1	-6.605
NEUROG2	-9.396
NEUROG3	-10.333
NEXN	-6.194
NF1	-2.265
NF2	-44.452
NFAM1	-9.776
NFASC	-2.569
NFAT5	-12.357
NFATC1	-6.520
NFATC2	-5.535
NFATC2IP	-2.975
NFATC3	-6.030
NFATC4	2.938
NFE2	-0.305
NFE2L1	-10.597
NFE2L2	-8.184
NFE2L3	-3.197
NFIA	-14.055
NFIB	-0.056
NFIC	-6.530
NFIL3	-15.012
NFIX	-2.270
NFKB1	-10.850
NFKB2	-4.396
NFKBIA	-8.110
NFKBIB	0.398
NFKBID	-7.097
NFKBIE	-7.840
NFKBIL1	-10.980
NFKBIZ	-9.928
NFRKB	-3.612
NFS1	8.573
NFU1	-3.668
NFX1	-13.896
NFXL1	-14.294
NFYA	2.519
NFYB	-5.695
NFYC	6.971
NGB	-8.723
NGDN	12.804
NGEF	-7.953
NGF	-7.150
NGFR	-10.546
NGFRAP1	-9.085
NGLY1	-3.073
NGRN	-7.304
NHEJ1	3.262
NHLH1	-8.532
NHLH2	-3.425
NHLRC1	-2.154
NHLRC2	13.163
NHLRC3	-6.906
NHLRC4	-2.692
NHP2	21.649
NHP2L1	13.842
NHS	-8.264
NHSL1	-8.890
NHSL2	-7.778
NICN1	-4.245
NID1	-11.202
NID2	-9.186
NIF3L1	-7.999
NIM1	-5.790
NIN	-3.871
NINJ1	2.961
NINJ2	0.619
NINL	-5.117
NIP7	14.550
NIPA1	-9.854
NIPA2	-10.125
NIPAL1	-4.958
NIPAL2	-13.317
NIPAL3	-13.800
NIPAL4	-5.479
NIPBL	-4.598
NIPSNAP1	-10.535
NIPSNAP3A	-9.827
NIPSNAP3B	-9.013
NISCH	-7.264
NIT1	-6.208
NIT2	-11.009
NKAIN1	-5.528
NKAIN2	-10.408
NKAIN3	-12.083
NKAIN4	-7.919
NKAP	3.074
NKAPL	-9.512
NKD1	-6.731
NKD2	-7.848
NKG7	-9.812
NKIRAS1	-5.399
NKIRAS2	-11.007
NKPD1	-7.142
NKRF	-0.152
NKTR	-4.406
NKX1-1	-7.986
NKX1-2	-8.835
NKX2-1	-7.246
NKX2-2	0.526
NKX2-3	-5.472
NKX2-4	-11.642
NKX2-5	-6.204
NKX2-6	-10.932
NKX2-8	-7.144
NKX3-1	-6.959
NKX3-2	0.793
NKX6-1	3.417
NKX6-2	-7.380
NKX6-3	-4.814
NLE1	22.254
NLGN1	-5.931
NLGN2	-6.398
NLGN3	-9.611
NLGN4X	-11.223
NLK	-7.276
NLN	-2.440
NLRC4	-8.184
NLRC5	-0.631
NLRP1	1.455
NLRP10	-7.012
NLRP11	-8.462
NLRP12	-7.219
NLRP13	-12.353
NLRP14	-11.427
NLRP2	-10.478
NLRP3	-11.090
NLRP4	-5.368
NLRP5	-11.035
NLRP6	-4.787
NLRP7	-2.994
NLRP8	-6.366
NLRP9	-6.600
NLRX1	1.045
NMB	-11.368
NMBR	-5.882
NMD3	3.854
NME1	-4.137
NME2	-2.024
NME3	-7.188
NME4	-7.078
NME5	-9.559
NME6	-1.459
NME7	-3.823
NME8	-10.369
NME9	-6.597
NMI	-2.711
NMNAT1	-10.439
NMNAT2	-4.364
NMNAT3	-9.855
NMRAL1	-7.098
NMRK1	-10.608
NMRK2	-6.856
NMS	-9.164
NMT1	-13.909
NMT2	-5.954
NMU	-11.517
NMUR1	-10.435
NMUR2	-13.274
NNAT	-11.174
NNMT	-6.498
NNT	1.658
NOA1	-0.890
NOB1	10.941
NOBOX	-11.018
NOC2L	15.394
NOC3L	4.561
NOC4L	9.813
NOD1	0.112
NOD2	-10.690
NODAL	-1.885
NOG	-8.620
NOL10	13.301
NOL11	14.136
NOL12	6.016
NOL3	-2.066
NOL4	-13.872
NOL6	19.819
NOL7	3.924
NOL8	14.811
NOL9	5.248
NOLC1	13.533
NOM1	6.846
NONO	14.282
NOP10	6.338
NOP14	7.387
NOP16	10.725
NOP2	10.905
NOP56	6.046
NOP58	8.181
NOP9	8.334
NOS1	-8.765
NOS1AP	-7.856
NOS2	-7.763
NOS3	1.873
NOSIP	4.813
NOSTRIN	-10.383
NOTCH1	-8.706
NOTCH2	-8.365
NOTCH2NL	-2.012
NOTCH3	-8.787
NOTCH4	-7.455
NOTO	-3.589
NOTUM	-0.787
NOV	-10.063
NOVA1	-9.880
NOVA2	-0.477
NOX1	-8.360
NOX3	-12.117
NOX4	-2.759
NOX5	-4.457
NOXA1	-15.575
NOXRED1	-8.318
NPAP1	-9.842
NPAS1	-5.426
NPAS2	-9.464
NPAS3	-10.230
NPAS4	-11.144
NPAT	6.578
NPBWR1	-13.062
NPBWR2	-2.941
NPC1	1.804
NPC1L1	-6.006
NPC2	-8.245
NPDC1	-3.046
NPEPL1	-3.234
NPEPPS	6.465
NPFF	-3.604
NPFFR1	-7.986
NPFFR2	-13.619
NPHP1	-6.632
NPHP3	-8.528
NPHP4	-9.239
NPHS1	-6.462
NPHS2	-14.011
NPIPB5	-1.389
NPL	-0.200
NPLOC4	5.461
NPM2	-6.337
NPM3	-2.068
NPNT	-14.523
NPPA	-5.873
NPPB	-8.762
NPPC	0.964
NPR1	-7.702
NPR2	-0.380
NPR3	-6.415
NPRL2	-9.008
NPSR1	-6.639
NPTN	-8.657
NPTX1	-8.005
NPTX2	-4.383
NPVF	-5.641
NPW	-3.036
NPY	-7.935
NPY1R	-9.186
NPY2R	-11.489
NPY4R	-11.670
NPY5R	-13.027
NQO1	-4.765
NQO2	-8.845
NR0B1	-13.208
NR0B2	-6.458
NR1D1	-9.037
NR1D2	-13.458
NR1H2	-5.476
NR1H3	-5.141
NR1H4	-8.608
NR1I2	-5.944
NR1I3	-6.907
NR2C1	-9.771
NR2C2	-8.865
NR2C2AP	8.901
NR2E1	0.431
NR2F1	-0.564
NR2F2	-6.894
NR2F6	0.114
NR3C1	-3.848
NR3C2	-7.033
NR4A1	-6.029
NR4A2	-12.142
NR4A3	-8.905
NR5A1	-9.681
NR5A2	-9.962
NR6A1	-3.120
NRAP	-8.705
NRARP	-2.362
NRAS	-9.804
NRBF2	-2.651
NRBP1	-2.480
NRBP2	-3.699
NRCAM	-8.532
NRD1	1.378
NRDE2	4.477
NREP	6.473
NRF1	11.394
NRG1	-6.447
NRG2	-3.061
NRG3	-9.431
NRG4	-12.726
NRGN	-6.760
NRIP1	-11.964
NRIP2	-5.336
NRIP3	-7.882
NRK	-8.131
NRL	2.681
NRM	-4.414
NRN1	-9.120
NRN1L	-10.487
NRP1	-29.801
NRP2	-9.227
NRROS	-11.359
NRSN1	-2.119
NRSN2	5.597
NRTN	-8.634
NRXN1	-9.146
NRXN2	-5.430
NRXN3	-7.714
NSD1	-0.854
NSDHL	-9.226
NSF	9.760
NSFL1C	-3.665
NSG1	-9.315
NSG2	-11.757
NSL1	-0.763
NSMAF	-11.067
NSMCE1	13.109
NSMCE2	4.702
NSMCE4A	6.200
NSMF	-11.093
NSRP1	4.638
NSUN2	-1.388
NSUN3	-6.198
NSUN4	4.459
NSUN5	7.810
NSUN6	-9.963
NSUN7	-11.485
NT5C	-12.117
NT5C1A	1.575
NT5C1B	-3.534
NT5C2	-4.036
NT5C3A	-4.478
NT5C3B	-6.947
NT5DC1	-3.625
NT5DC2	1.101
NT5DC3	-7.588
NT5DC4	-6.744
NT5E	-11.449
NT5M	-1.999
NTAN1	-0.149
NTF3	-13.716
NTF4	-2.749
NTHL1	4.660
NTM	-12.281
NTMT1	-4.393
NTN1	-9.449
NTN3	-5.952
NTN4	-6.523
NTN5	-9.913
NTNG1	-5.577
NTNG2	-10.637
NTPCR	-4.546
NTRK1	-6.852
NTRK2	-9.924
NTRK3	-11.557
NTS	-7.629
NTSR1	-7.230
NTSR2	-6.760
NUAK1	-0.593
NUAK2	-17.483
NUB1	-2.848
NUBP1	7.497
NUBP2	1.979
NUBPL	-2.965
NUCB1	-9.336
NUCB2	-1.283
NUCKS1	-10.601
NUDC	17.226
NUDCD1	-2.472
NUDCD2	-1.558
NUDCD3	4.860
NUDT1	-8.365
NUDT12	-3.236
NUDT13	-1.925
NUDT14	-6.393
NUDT15	-5.605
NUDT16	-13.410
NUDT16L1	-5.293
NUDT17	-3.413
NUDT18	-4.246
NUDT19	0.067
NUDT2	-11.456
NUDT21	9.300
NUDT22	-4.727
NUDT3	-4.900
NUDT4	8.907
NUDT5	-11.056
NUDT6	-11.291
NUDT7	-7.362
NUDT8	-6.470
NUDT9	-9.692
NUF2	2.871
NUFIP1	16.442
NUFIP2	-2.618
NUGGC	-14.356
NUMA1	7.274
NUMB	-5.486
NUMBL	-8.493
NUP107	-0.102
NUP133	10.151
NUP153	0.223
NUP155	12.322
NUP160	10.263
NUP188	-3.085
NUP205	19.502
NUP210	-5.975
NUP210L	-9.783
NUP214	8.512
NUP35	-4.700
NUP37	-4.008
NUP43	1.672
NUP50	20.446
NUP54	3.704
NUP62	14.335
NUP62CL	-10.438
NUP85	6.557
NUP88	2.986
NUP93	0.097
NUP98	4.311
NUPL1	5.273
NUPL2	-6.160
NUPR1	-5.163
NUPR1L	-4.582
NUS1	9.151
NUSAP1	-10.257
NUTF2	8.911
NUTM1	-10.554
NVL	14.258
NWD1	-5.818
NXF1	10.374
NXF3	-11.206
NXF5	-7.050
NXN	-2.507
NXNL1	-5.488
NXNL2	-18.289
NXPE1	-10.487
NXPE2	-12.733
NXPE3	-8.247
NXPE4	-1.174
NXPH1	-7.169
NXPH2	-8.585
NXPH3	-9.240
NXPH4	-3.430
NXT1	-1.141
NXT2	-8.374
NYAP1	2.540
NYAP2	-12.528
NYNRIN	-7.004
NYX	-8.747
OAF	-8.726
OARD1	-7.690
OAS1	-10.657
OAS2	-2.889
OAS3	-10.507
OASL	-5.781
OAT	-8.877
OAZ1	-8.498
OAZ2	-5.649
OAZ3	-7.251
OBFC1	1.962
OBP2A	-1.133
OBP2B	-2.567
OBSCN	-8.781
OBSL1	-6.792
OC90	-6.479
OCA2	-10.982
OCEL1	-7.285
OCIAD1	-5.961
OCIAD2	-11.857
OCLN	-5.232
OCRL	-8.484
OCSTAMP	-8.843
ODAM	-11.742
ODC1	-9.229
ODF1	-11.004
ODF2	0.644
ODF2L	-13.960
ODF3	-3.051
ODF3B	-10.213
ODF3L1	-8.500
ODF3L2	-8.042
ODF4	-5.487
OFD1	-8.239
OGDH	6.030
OGDHL	-11.490
OGFOD1	1.728
OGFOD2	-7.330
OGFOD3	-2.026
