GENE	BF
ETS1	3.112
ETS2	-9.567
ETV1	-12.481
ETV2	-7.473
ETV3	-6.030
ETV3L	-7.563
ETV4	-4.338
ETV5	-8.966
ETV6	-9.160
ETV7	-0.256
EVA1A	-6.577
EVA1B	-1.653
EVA1C	-5.185
EVC	-6.387
EVC2	-1.775
EVI2A	-13.127
EVI2B	-9.402
EVI5	-1.185
EVI5L	-5.377
EVL	-9.342
EVPL	-12.046
EVPLL	-12.340
EVX1	-1.281
EVX2	-9.284
EWSR1	14.900
EXD1	-9.805
EXD2	-11.571
EXD3	-1.848
EXO1	-2.688
EXO5	-5.463
EXOC1	-4.009
EXOC2	-0.251
EXOC3	8.248
EXOC3L1	-4.442
EXOC3L2	-3.188
EXOC3L4	-5.616
EXOC4	8.487
EXOC5	12.597
EXOC6	-2.763
EXOC6B	-8.121
EXOC7	4.963
EXOC8	-6.022
EXOG	-5.776
EXOSC1	14.350
EXOSC10	5.034
EXOSC2	10.866
EXOSC3	21.982
EXOSC4	4.457
EXOSC6	7.435
EXOSC7	17.002
EXOSC8	20.150
EXOSC9	16.353
EXPH5	-7.310
EXT1	-14.146
EXT2	-6.735
EXTL1	1.865
EXTL2	-4.667
EXTL3	-10.770
EYA1	-12.988
EYA2	-10.686
EYA3	-9.225
EYA4	-5.397
EYS	-7.008
EZH1	1.874
EZH2	-9.189
EZR	-4.823
F10	-6.549
F11	-9.093
F11R	-8.648
F12	5.051
F13A1	-10.595
F13B	-5.646
F2	-1.639
F2R	0.761
F2RL1	-7.041
F2RL2	-1.060
F2RL3	-6.637
F3	-4.313
F5	-11.161
F7	-8.003
F8	-10.499
F9	-12.476
FA2H	-3.802
FAAH	-5.727
FAAH2	-9.630
FABP1	-10.507
FABP12	-12.439
FABP2	-10.254
FABP3	-11.907
FABP4	-9.163
FABP5	-3.013
FABP6	-6.066
FABP7	-15.703
FABP9	-5.906
FADD	-1.882
FADS1	-1.684
FADS2	2.218
FADS3	-8.921
FADS6	-9.341
FAF1	-1.119
FAF2	0.865
FAH	-7.328
FAHD1	-8.900
FAHD2B	-6.018
FAIM	-10.563
FAIM2	-1.274
FAIM3	-3.276
FAM101A	-3.732
FAM102A	-13.989
FAM102B	-8.431
FAM103A1	-4.688
FAM104A	-2.936
FAM104B	-7.072
FAM105A	-10.768
FAM105B	-4.485
FAM106A	6.788
FAM107A	1.336
FAM107B	-11.238
FAM109A	-5.809
FAM109B	1.396
FAM110A	2.364
FAM110B	-2.048
FAM110C	-11.901
FAM110D	-3.457
FAM111A	-15.480
FAM111B	-12.388
FAM114A1	-7.216
FAM114A2	-10.723
FAM115A	-8.239
FAM115C	-0.443
FAM117A	0.692
FAM117B	-9.375
FAM118A	-16.124
FAM118B	-5.489
FAM120A	-3.512
FAM120AOS	-9.711
FAM120B	-13.299
FAM120C	-5.830
FAM122A	1.559
FAM122B	-10.971
FAM122C	-5.369
FAM124A	-7.424
FAM124B	-8.709
FAM126A	-5.366
FAM126B	-13.928
FAM127A	-6.656
FAM127B	-3.103
FAM129A	-11.211
FAM129B	-10.685
FAM129C	-5.895
FAM131A	-6.322
FAM131B	2.207
FAM131C	-9.601
FAM132A	-9.788
FAM132B	-9.082
FAM133A	-10.463
FAM133B	1.934
FAM134A	-8.851
FAM134B	-2.657
FAM134C	-1.452
FAM135A	-15.303
FAM135B	-5.067
FAM136A	-0.705
FAM13A	-5.117
FAM13B	-10.410
FAM13C	-16.007
FAM149A	-6.227
FAM149B1	-12.845
FAM150A	-8.175
FAM150B	-10.899
FAM151A	-5.253
FAM151B	-0.352
FAM153C	-1.997
FAM154A	-15.184
FAM154B	0.753
FAM155A	-10.573
FAM155B	-1.409
FAM159A	-12.759
FAM159B	-9.970
FAM160A1	-11.777
FAM160A2	-10.053
FAM160B1	-0.277
FAM160B2	-12.456
FAM161A	-4.918
FAM161B	-4.471
FAM162A	-11.095
FAM162B	-11.407
FAM163A	-9.180
FAM163B	-10.396
FAM166A	-8.838
FAM166B	-9.888
FAM167A	-3.907
FAM167B	-4.752
FAM168A	-3.725
FAM168B	-10.347
FAM169A	-5.624
FAM169B	-1.947
FAM170A	-4.381
FAM170B	-6.911
FAM171A1	-11.881
FAM171A2	-4.327
FAM171B	-16.827
FAM172A	-6.240
FAM173A	-6.651
FAM173B	-4.237
FAM174A	-8.863
FAM174B	-10.974
FAM175A	-0.798
FAM175B	-9.982
FAM177A1	-2.175
FAM177B	-5.340
FAM178A	-2.169
FAM178B	-3.861
FAM179A	-6.647
FAM179B	-7.722
FAM180A	-11.626
FAM180B	2.159
FAM181A	-14.474
FAM181B	-6.713
FAM182B	-3.931
FAM183A	-7.903
FAM183B	-5.793
FAM184A	-13.088
FAM184B	-16.105
FAM185A	-0.464
FAM186A	-9.878
FAM186B	-4.688
FAM187B	-1.813
FAM188A	-9.808
FAM188B	-9.163
FAM189A1	-14.145
FAM189A2	-8.011
FAM189B	-9.856
FAM192A	5.296
FAM193A	-6.107
FAM193B	-3.339
FAM194A	-6.842
FAM194B	-9.849
FAM195A	-1.920
FAM195B	-7.988
FAM196A	-4.171
FAM196B	-4.988
FAM198A	-4.627
FAM198B	-8.621
FAM199X	-6.128
FAM19A1	-5.355
FAM19A2	-8.266
FAM19A3	-13.387
FAM19A4	-10.021
FAM19A5	-9.787
FAM200A	-8.252
FAM200B	-13.323
FAM204A	-1.019
FAM205A	-5.185
FAM206A	-7.548
FAM207A	-11.535
FAM208A	-2.733
FAM208B	-11.409
FAM209B	-4.404
FAM20A	-10.561
FAM20B	-8.070
FAM20C	-7.930
FAM210A	1.747
FAM210B	-6.891
FAM211A	-1.500
FAM211B	-3.408
FAM212A	-6.062
FAM212B	-6.691
FAM213A	-0.409
FAM213B	-8.178
FAM214A	-12.029
FAM214B	-10.027
FAM215A	-9.470
FAM216A	-9.486
FAM216B	-9.657
FAM217A	-12.528
FAM217B	-7.358
FAM218A	-9.939
FAM219A	0.843
FAM219B	-7.668
FAM21B	-0.015
FAM220A	-1.614
FAM221A	-7.074
FAM221B	-1.886
FAM222A	-0.490
FAM222B	-5.828
FAM227A	-5.151
FAM227B	-7.372
FAM228A	-9.122
FAM228B	-9.569
FAM229A	-1.300
FAM229B	-3.919
FAM230A	-6.585
FAM24A	-4.623
FAM25E	-3.775
FAM26D	-5.208
FAM26E	-7.037
FAM26F	-9.626
FAM32A	5.949
FAM35A	3.139
FAM3A	-6.525
FAM3B	-12.261
FAM3C	-6.807
FAM3D	-2.671
FAM43A	-6.831
FAM43B	-8.977
FAM45A	7.081
FAM46A	-7.528
FAM46B	-8.182
FAM46C	-8.509
FAM46D	-10.716
FAM47A	-8.452
FAM47B	-12.994
FAM47C	-11.810
FAM47E	-10.697
FAM47E-STBD1	-7.211
FAM49A	-11.427
FAM49B	-13.728
FAM50A	7.551
FAM50B	-13.242
FAM53A	-4.714
FAM53B	-10.789
FAM53C	-1.374
FAM57A	-11.049
FAM57B	-1.796
FAM60A	7.407
FAM63A	0.474
FAM63B	-8.025
FAM64A	-1.569
FAM65A	-6.542
FAM65B	-4.327
FAM65C	-5.404
FAM69A	3.282
FAM69B	-4.785
FAM69C	-10.611
FAM71A	-9.185
FAM71B	-7.408
FAM71C	-5.970
FAM71E1	-7.742
FAM71E2	-4.352
FAM71F1	-6.470
FAM71F2	-2.982
FAM73A	-11.275
FAM73B	-3.627
FAM76A	-3.705
FAM76B	6.895
FAM78A	-4.405
FAM78B	-10.698
FAM81A	-7.457
FAM81B	-9.523
FAM83A	-6.711
FAM83B	-11.474
FAM83C	-9.094
FAM83D	-2.935
FAM83E	1.094
FAM83F	-9.608
FAM83G	-11.612
FAM83H	-6.496
FAM84A	-13.115
FAM84B	-8.605
FAM86A	-0.716
FAM86B1	-7.261
FAM89A	-4.821
FAM89B	-2.089
FAM8A1	-8.283
FAM90A1	-8.013
FAM90A26	-5.396
FAM91A1	-14.170
FAM92A1	-0.967
FAM96A	-6.298
FAM96B	8.872
FAM98A	-9.436
FAM98B	9.631
FAM98C	0.781
FAM9A	-11.333
FAM9B	-13.086
FAM9C	-8.221
FAN1	-1.197
FANCA	3.274
FANCB	-7.649
FANCC	-6.260
FANCD2	0.151
FANCD2OS	-5.959
FANCE	2.923
FANCF	6.304
FANCG	7.190
FANCI	0.262
FANCL	-0.718
FANCM	0.632
FANK1	-2.764
FAP	-8.236
FAR1	-2.678
FAR2	0.524
FARP1	-6.044
FARP2	-11.209
FARS2	6.119
FARSA	2.103
FARSB	8.913
FAS	-3.693
FASLG	-1.740
FASN	-3.902
FASTK	-5.442
FASTKD1	-10.159
FASTKD2	-7.626
FASTKD3	-7.559
FASTKD5	-5.094
FAT1	-4.136
FAT2	-7.612
FAT3	-7.613
FAT4	-5.874
FATE1	-11.273
FAU	7.385
FAXC	-7.955
FAXDC2	-5.149
FBF1	-4.931
FBL	9.549
FBLIM1	-0.077
FBLL1	-1.891
FBLN1	-12.366
FBLN2	-11.754
FBLN5	-14.242
FBLN7	-6.555
FBN1	-9.452
FBN2	-9.400
FBN3	-9.433
FBP1	-9.919
FBP2	-11.234
FBRS	6.459
FBRSL1	1.406
FBXL12	-1.850
FBXL13	-6.623
FBXL14	-12.456
FBXL15	1.327
FBXL16	-5.001
FBXL17	-3.010
FBXL18	-0.688
FBXL19	4.305
FBXL2	-8.198
FBXL20	-4.268
FBXL22	-9.677
FBXL3	-14.698
FBXL4	-8.216
FBXL5	-4.699
FBXL6	-4.652
FBXL7	-9.830
FBXL8	-6.138
FBXO10	-4.807
FBXO11	-9.349
FBXO15	-2.160
FBXO16	-11.177
FBXO17	-2.901
FBXO18	-10.538
FBXO2	-7.937
FBXO21	-2.906
FBXO22	-10.124
FBXO24	-10.960
FBXO25	-7.828
FBXO27	-6.613
FBXO28	-8.930
FBXO3	-2.646
FBXO30	-3.061
FBXO31	-1.628
FBXO32	-10.070
FBXO33	-4.468
FBXO34	-8.252
FBXO36	-4.476
FBXO38	-12.319
FBXO39	-11.834
FBXO4	-10.358
FBXO40	-6.113
FBXO41	-9.186
FBXO42	-5.809
FBXO43	-5.553
FBXO44	-6.914
FBXO45	-10.628
FBXO46	-9.602
FBXO47	-12.302
FBXO48	-9.546
FBXO5	-0.344
FBXO6	0.264
FBXO7	-5.646
FBXO8	-10.583
FBXO9	-8.146
FBXW10	-2.224
FBXW11	-4.018
FBXW12	-5.421
FBXW2	-8.089
FBXW4	0.113
FBXW5	1.239
FBXW7	-11.927
FBXW8	-3.078
FBXW9	-4.167
FCAMR	-16.434
FCAR	-10.450
FCER1A	-15.503
FCER1G	-13.351
FCER2	-11.535
FCF1	5.217
FCGBP	-1.552
FCGR1A	5.530
FCGR2A	-4.168
FCGR2B	-3.537
FCGRT	-7.881
FCHO1	-6.286
FCHO2	-6.135
FCHSD1	-5.063
FCHSD2	-2.915
FCN1	-7.170
FCN2	-8.097
FCN3	-4.242
FCRL1	-7.411
FCRL2	-12.746
FCRL3	-10.108
FCRL4	-7.526
FCRL5	-3.613
FCRL6	-10.662
FCRLA	-12.507
FCRLB	-12.478
FDCSP	-9.484
FDFT1	-11.080
FDPS	4.723
FDX1	-0.539
FDX1L	6.317
FDXACB1	-10.041
FDXR	21.287
FECH	4.307
FEM1A	-1.128
FEM1B	-6.947
FEM1C	-7.823
FEN1	1.812
FER	-10.787
FER1L6	-0.129
FERD3L	-2.244
FERMT1	-2.258
FERMT2	1.611
FERMT3	-0.209
FES	-4.253
FETUB	-12.502
FEV	-8.889
FEZ1	-16.505
FEZ2	-9.487
FEZF1	-9.180
FEZF2	-9.842
FFAR1	-8.002
FFAR2	-8.987
FFAR4	-8.330
FGA	-6.140
FGB	-11.457
FGD1	-8.102
FGD2	-4.378
FGD3	-9.480
FGD4	-4.787
FGD5	-11.124
FGD6	-1.816
FGF1	-6.078
FGF10	-5.190
FGF11	-12.022
FGF12	-13.825
FGF13	-16.598
FGF14	-11.049
FGF17	-14.437
FGF18	-9.987
FGF19	-0.889
FGF2	-10.699
FGF20	-8.327
FGF21	-3.966
FGF22	-7.745
FGF23	-11.568
FGF3	-12.052
FGF4	-4.501
FGF5	-9.127
FGF6	-8.284
FGF7	-11.642
FGF8	-6.019
FGF9	-9.268
FGFBP1	-9.354
FGFBP2	-10.760
FGFBP3	-6.571
FGFR1	-6.234
FGFR1OP	-0.781
FGFR1OP2	6.115
FGFR2	-4.595
FGFR3	-6.267
FGFR4	-1.159
FGFRL1	-2.500
FGG	-11.122
FGGY	-11.903
FGL1	-9.792
FGL2	-12.562
FGR	-6.872
FH	-8.899
FHAD1	-7.595
FHDC1	-9.222
FHIT	-8.590
FHL1	-6.671
FHL2	-16.767
FHL3	-10.819
FHL5	-12.670
FHOD1	8.323
FHOD3	-8.005
FIBCD1	-8.312
FIBIN	-9.682
FIBP	-1.480
FICD	-0.744
FIG4	-6.274
FIGF	-12.370
FIGLA	-14.093
FIGN	-6.139
FIGNL1	-6.467
FILIP1	-8.431
FILIP1L	-9.588
FIP1L1	-3.811
FIS1	-7.258
FITM1	-2.943
FITM2	0.094
FIZ1	-8.769
FJX1	-2.596
FKBP10	-3.687
FKBP11	-6.987
FKBP14	-7.235
FKBP1B	-5.238
FKBP1C	-11.748
FKBP2	-1.275
FKBP3	-4.269
FKBP4	-8.643
FKBP5	-2.289
FKBP6	3.832
FKBP7	-6.340
FKBP8	-5.072
FKBP9	-2.258
FKBPL	6.571
FKRP	-2.738
FKTN	-7.436
FLAD1	-10.008
FLCN	-8.032
FLG	-17.530
FLG2	-8.450
FLI1	-10.188
FLII	-4.076
FLJ27365	-8.354
FLNA	-3.104
FLNB	-11.947
FLNC	0.171
FLOT1	-8.101
FLOT2	-10.008
FLRT1	-13.301
FLRT2	-15.003
FLRT3	-8.289
FLT1	-9.314
FLT3	-8.730
FLT3LG	-6.252
FLT4	-5.927
FLVCR1	-13.173
FLVCR2	-7.355
FLYWCH1	7.697
FLYWCH2	-8.517
FMN1	-9.470
FMN2	-13.582
FMNL1	-5.848
FMNL2	-7.554
FMNL3	-3.210
FMO1	3.175
FMO2	-5.968
FMO3	-5.171
FMO4	-5.327
FMO5	-7.860
FMO6P	-5.797
FMOD	-11.914
FMR1	-13.604
FMR1NB	-11.813
FN1	-10.653
FN3K	-1.846
FN3KRP	-5.151
FNBP1	-5.114
FNBP1L	-8.454
FNBP4	9.724
FNDC1	-10.184
FNDC3A	-12.639
FNDC3B	2.249
FNDC4	-5.641
FNDC7	-10.340
FNDC8	-1.749
FNDC9	-8.043
FNIP1	-1.228
FNIP2	-7.301
FNTA	3.855
FNTB	15.988
FOCAD	-9.903
FOLH1	-5.249
FOLR1	-6.466
FOLR2	5.412
FOLR3	-3.608
FOLR4	-6.679
FOPNL	-8.344
FOS	-0.443
FOSB	-8.610
FOSL1	8.744
FOSL2	1.157
FOXA1	-6.660
FOXA2	-6.845
FOXA3	-10.552
FOXB1	-6.931
FOXB2	-7.466
FOXC1	-7.426
FOXC2	-2.437
FOXD1	-1.357
FOXD2	-3.395
FOXD3	-10.589
FOXE1	-10.998
FOXE3	-7.681
FOXF1	2.318
FOXF2	-9.507
FOXG1	-10.957
FOXH1	5.843
FOXI1	-1.959
FOXI2	-5.254
FOXJ1	-5.397
FOXJ2	-4.638
FOXJ3	-1.922
FOXK1	1.625
FOXK2	-1.579
FOXL1	-9.630
FOXL2	-5.377
FOXM1	8.894
FOXN1	-11.923
FOXN2	-5.499
FOXN3	0.469
FOXN4	-7.118
FOXO1	-11.925
FOXO3	-5.786
FOXO4	-10.772
FOXO6	-10.007
FOXP1	-7.066
FOXP2	-10.145
FOXP3	-14.794
FOXP4	-7.248
FOXQ1	-4.137
FOXR1	-6.185
FOXR2	-8.045
FOXRED1	-4.939
FOXRED2	-7.277
FOXS1	-11.315
FPGS	-9.455
FPGT	-2.242
FPR1	-6.277
FPR2	-3.135
FPR3	-6.877
FRA10AC1	-0.864
FRAS1	-7.353
FRAT1	1.667
FRAT2	-4.560
FREM1	-8.217
FREM2	-9.372
FREM3	-17.133
FRG1	-2.391
FRG2C	-4.092
FRK	-7.406
FRMD1	-5.754
FRMD3	-18.336
FRMD4A	-0.976
FRMD4B	-8.105
FRMD5	-6.435
FRMD6	-19.627
FRMD7	-14.491
FRMD8	-6.380
FRMPD1	-7.346
FRMPD2	-13.830
FRMPD4	-5.009
FRRS1	-7.535
FRRS1L	1.638
FRS2	-0.870
FRS3	-4.371
FRY	-9.829
FRYL	-28.411
FRZB	-7.854
FSBP	-6.569
FSCB	-10.452
FSCN1	1.941
FSCN2	-5.178
FSCN3	-8.062
FSD1	-5.594
FSD1L	-12.607
FSD2	-9.800
FSHB	-13.380
FSHR	-10.840
FSIP1	-4.932
FSIP2	-12.117
FST	-7.098
FSTL1	-2.002
FSTL3	-12.753
FSTL4	-1.661
FSTL5	-10.232
FTCD	-2.286
FTCDNL1	-16.248
FTH1	-3.493
FTHL17	-7.757
FTL	0.094
FTMT	-9.372
FTO	-2.194
FTSJ1	-4.097
FTSJ2	4.529
FTSJ3	20.552
FUBP1	5.843
FUBP3	-8.493
FUCA1	-7.434
FUCA2	-10.674
FUK	-4.342
FUNDC1	-11.616
FUNDC2	-7.801
FUOM	1.028
FURIN	-6.021
FUS	0.910
FUT1	-10.795
FUT10	-8.874
FUT11	2.727
FUT2	-8.217
FUT3	-11.271
FUT4	-5.164
FUT5	-7.886
FUT6	-0.393
FUT7	-5.911
FUT8	-7.255
FUT9	-10.367
FUZ	-6.709
FXN	14.805
FXR1	-9.674
FXR2	-11.536
FXYD1	-7.874
FXYD2	-7.235
FXYD3	-12.115
FXYD4	-8.044
FXYD5	-8.227
FXYD6	0.753
FXYD7	-3.133
FYB	-4.370
FYCO1	-10.379
FYN	-7.011
FYTTD1	-6.651
FZD1	-4.004
FZD10	-12.235
FZD2	-8.848
FZD3	-9.608
FZD4	-5.417
FZD5	-15.081
FZD6	-14.064
FZD7	-14.795
FZD8	0.873
FZD9	-7.559
FZR1	-4.885
G0S2	-10.533
G2E3	-5.246
G3BP1	-7.184
G3BP2	-6.338
G6PC	-8.926
G6PC2	-8.758
G6PC3	-7.350
G6PD	1.383
GAA	-9.003
GAB1	-10.138
GAB2	0.787
GAB3	-5.738
GAB4	-6.436
GABARAP	-5.342
GABARAPL1	-1.173
GABARAPL2	-6.542
GABBR1	-5.244
GABBR2	-7.369
GABPA	13.769
GABPB1	2.374
GABPB2	-5.679
GABRA1	-7.901
GABRA2	-7.493
GABRA3	-9.853
GABRA4	-12.890
GABRA5	-7.581
GABRA6	-12.824
GABRB1	-10.352
GABRB2	-8.899
GABRB3	-4.672
GABRD	-2.890
GABRE	-10.749
GABRG1	-6.018
GABRG2	-4.767
GABRG3	-14.689
GABRP	-13.268
GABRQ	-12.069
GABRR1	-3.866
GABRR2	-4.248
GAD1	-4.767
GAD2	-5.409
GADD45A	-11.940
GADD45B	-6.376
GADD45G	-4.971
GADD45GIP1	6.053
GADL1	-11.555
GAK	-1.970
GAL	4.545
GAL3ST1	-10.777
GAL3ST2	-7.248
GAL3ST3	-4.573
GAL3ST4	-6.304
GALC	-14.370
GALE	-4.254
GALK1	-8.611
GALK2	-5.957
GALM	-10.379
GALNS	-5.400
GALNT1	-13.907
GALNT10	-3.654
GALNT11	-3.085
GALNT12	-11.850
GALNT13	-3.211
GALNT14	-9.287
GALNT15	-5.823
GALNT16	-9.244
GALNT18	-8.703
GALNT2	-8.008
GALNT3	-8.712
GALNT4	-13.548
GALNT5	-6.339
GALNT6	0.038
GALNT7	-6.004
GALNT8	-11.453
GALNT9	-0.967
GALNTL5	-0.626
GALNTL6	-10.851
GALP	-10.445
GALR1	-10.518
GALR2	-10.312
GALR3	-6.979
GALT	-4.453
GAMT	-5.894
GAN	-3.669
GANAB	1.745
GANC	-6.205
GAP43	-4.789
GAPDH	8.816
GAPDHS	-5.861
GAPT	1.028
GAPVD1	-6.105
GAR1	0.768
GAREM	-8.466
GAREML	-12.341
GARNL3	-9.956
GARS	18.558
GART	-11.704
GAS1	-11.308
GAS2	-6.062
GAS2L1	-2.770
GAS2L2	-2.844
GAS2L3	-9.568
GAS6	-4.467
GAS7	-7.323
GAS8	2.666
GAST	-9.866
GATA1	-13.944
GATA2	-7.095
GATA3	-13.913
GATA4	-6.398
GATA5	-1.031
GATA6	-15.578
GATAD1	2.301
GATAD2A	-5.491
GATAD2B	-5.053
GATC	-1.226
GATM	-14.628
GATSL3	-8.234
GBA	-6.893
GBA2	-4.794
GBAS	4.280
GBE1	-8.629
GBF1	4.801
GBGT1	-12.743
GBP1	-8.830
GBP2	-8.906
GBP3	-12.441
GBP4	-4.275
GBP5	-5.118
GBP6	-9.869
GBP7	-14.833
GBX1	-3.952
GBX2	-6.315
GC	-12.626
GCA	-9.397
GCAT	-4.047
GCC1	-6.508
GCC2	-9.273
GCDH	-4.407
GCFC2	-1.340
GCG	-10.474
GCGR	-0.515
GCH1	-2.671
GCHFR	-6.194
GCK	-7.510
GCKR	-4.343
GCLC	-10.377
GCLM	-9.415
GCM1	-3.699
GCM2	-7.500
GCN1L1	9.175
GCNT1	-14.280
GCNT2	-9.917
GCNT3	-5.885
GCNT4	-5.944
GCNT7	-9.860
GCSAM	-3.451
GCSAML	-12.966
GCSH	4.108
GDA	-8.689
GDAP1	-11.218
GDAP1L1	0.275
GDAP2	-11.742
GDE1	-6.850
GDF1	-6.533
GDF10	-4.313
GDF11	-7.409
GDF15	-9.956
GDF2	-14.285
GDF3	-10.786
GDF5	-7.863
GDF5OS	-2.715
GDF6	-12.676
GDF7	-7.561
GDF9	-7.060
GDI1	-3.430
GDI2	-1.555
GDNF	-10.091
GDPD1	-7.469
GDPD2	-7.234
GDPD3	-1.723
GDPD4	-13.684
GDPD5	0.754
GDPGP1	-6.494
GEM	-8.600
GEMIN2	0.670
GEMIN4	1.985
GEMIN5	19.293
GEMIN6	7.122
GEMIN7	14.752
GEMIN8	3.351
GEN1	-8.756
GET4	-2.233
GFAP	-3.375
GFER	4.522
GFI1	-6.499
GFI1B	-9.884
GFM1	5.168
GFM2	-5.111
GFOD1	-10.148
GFOD2	-3.226
GFPT1	-2.185
GFPT2	-11.160
GFRA1	-7.924
GFRA2	-6.287
GFRA3	-8.313
GFRA4	4.345
GFRAL	-10.412
GGA1	-8.887
GGA2	-2.664
GGA3	-11.123
GGACT	-7.799
GGCT	-4.520
GGCX	-4.851
GGH	-9.860
GGN	-3.132
GGNBP2	-2.862
GGPS1	15.387
GGT5	-4.880
GGT6	-12.282
GGT7	-3.543
GH1	-12.473
GH2	-14.040
GHDC	-2.564
GHITM	0.418
GHR	-3.783
GHRH	-4.538
GHRHR	-1.139
GHRL	-6.256
GHSR	-8.952
GID4	-0.555
GID8	6.486
GIF	-6.539
GIGYF1	-9.409
GIGYF2	-5.823
GIMAP1	-8.261
GIMAP2	-6.179
GIMAP4	-7.698
GIMAP5	1.606
GIMAP6	-4.726
GIMAP7	-9.953
GIMAP8	-8.219
GIN1	-4.919
GINM1	-12.935
GINS1	-1.299
GINS2	5.563
GINS3	3.738
GINS4	-1.908
GIP	-5.024
GIPC1	-10.441
GIPC2	-10.465
GIPC3	-6.477
GIPR	-4.176
GIT1	-11.177
GIT2	-1.409
GJA1	-9.807
GJA10	-4.090
GJA3	-4.832
GJA4	-10.983
GJA5	-7.714
GJA8	-4.611
GJA9	-6.864
GJB1	-11.212
GJB2	-4.604
GJB3	1.138
GJB4	-10.912
GJB5	-7.682
GJB6	-9.063
GJB7	-6.327
GJC1	-2.229
GJC2	-10.346
GJC3	-3.677
GJD2	-8.272
GJD3	-8.335
GJD4	-4.757
GJE1	-6.712
GK	-2.733
GK2	-15.853
GK5	-8.535
GKAP1	-1.755
GKN1	-11.077
GKN2	-10.163
GLA	-10.527
GLB1	-10.974
GLB1L	-6.871
GLB1L2	-6.946
GLB1L3	-8.728
GLCCI1	-7.187
GLCE	-6.180
GLDC	-9.080
GLDN	-5.013
GLE1	7.105
GLG1	-5.358
GLI1	-0.211
GLI2	-6.854
GLI3	-4.900
GLI4	-3.526
GLIPR1	-3.920
GLIPR1L1	-7.750
GLIPR1L2	-0.566
GLIPR2	-12.576
GLIS1	-10.322
GLIS2	5.704
GLIS3	-7.721
GLMN	-7.961
GLO1	-8.736
GLOD4	-3.311
GLP1R	-7.255
GLP2R	-14.933
GLRA1	1.225
GLRA2	-4.883
GLRA3	-11.291
GLRA4	-2.256
GLRB	-9.182
GLRX	-4.964
GLRX2	-11.845
GLRX3	3.602
GLRX5	-3.793
GLS	-8.006
GLS2	2.448
GLT1D1	-7.218
GLT6D1	-9.743
GLT8D1	-3.021
GLT8D2	-3.629
GLTP	1.840
GLTPD1	-4.557
GLTPD2	-6.971
GLTSCR1	-14.152
GLTSCR1L	-5.537
GLTSCR2	14.723
GLUD1	-6.543
GLUD2	-6.314
GLUL	-3.851
GLYAT	-7.514
GLYATL1	-7.254
GLYATL2	-12.630
GLYATL3	2.435
GLYCTK	-2.741
GLYR1	-12.200
GM2A	-5.578
GMCL1	-10.540
GMDS	-4.834
GMEB1	-5.830
GMEB2	-8.543
GMFB	-10.735
GMFG	-7.408
GMIP	-5.132
GML	-7.400
GMNC	-14.411
GMNN	0.101
GMPPA	-10.502
GMPPB	9.697
GMPR	-11.331
GMPR2	-11.450
GMPS	8.660
GNA11	-4.226
GNA12	14.220
GNA13	-3.341
GNA14	-6.017
GNA15	-9.026
GNAI1	-9.250
GNAI2	-5.856
GNAI3	-18.494
GNAL	-4.670
GNAO1	-10.286
GNAQ	-9.764
GNAS	-17.857
GNAT1	-4.228
GNAT2	-11.155
GNAT3	-11.237
GNAZ	-7.498
GNB1	2.514
GNB1L	7.947
GNB2	1.197
GNB2L1	1.821
GNB3	1.186
GNB4	-15.279
GNB5	-8.504
GNE	-7.508
GNG10	-6.009
GNG11	-9.868
GNG12	-2.882
GNG13	-9.913
GNG2	-8.404
GNG3	-7.134
GNG4	-12.548
GNG7	-11.431
GNG8	-5.304
GNGT1	-9.375
GNGT2	-6.754
GNL1	9.493
GNL2	11.238
GNL3	14.608
GNL3L	14.718
GNLY	-10.383
GNMT	-0.331
GNPAT	-9.818
GNPDA1	-0.265
GNPDA2	-13.299
GNPNAT1	-7.106
GNPTAB	-2.853
GNPTG	-10.356
GNRH1	-7.793
GNRH2	1.483
GNRHR	-5.554
GNS	-11.890
GOLGA1	-3.863
GOLGA2	-6.477
GOLGA3	-6.213
GOLGA4	-9.654
GOLGA5	-5.776
GOLGA6L2	-10.633
GOLGA7	-7.067
GOLGA7B	-11.437
GOLGA8R	-5.988
GOLGB1	-8.509
GOLIM4	-3.484
GOLM1	-9.298
GOLPH3	-10.182
GOLPH3L	-5.727
GOLT1A	-11.816
GOLT1B	-7.816
GON4L	0.066
GOPC	-10.272
GORAB	0.984
GORASP1	-9.110
GORASP2	-9.042
GOSR1	-7.409
GOSR2	4.631
GOT1	-2.218
GOT1L1	-11.745
GOT2	2.427
GP1BA	-11.798
GP1BB	-10.410
GP2	-7.022
GP5	-14.534
GP6	-3.707
GP9	-4.242
GPA33	-7.388
GPAA1	-6.516
GPALPP1	-5.346
GPAM	-5.222
GPANK1	-4.867
GPAT2	-3.820
GPATCH1	-8.920
GPATCH11	-3.533
GPATCH2	-6.322
GPATCH2L	-12.037
GPATCH3	-6.984
GPATCH4	5.808
GPATCH8	-6.541
GPBAR1	-1.781
GPBP1	-8.341
GPBP1L1	-4.294
GPC1	-7.881
GPC2	-7.972
GPC3	-6.911
GPC4	-14.711
GPC5	-4.224
GPC6	-11.938
GPCPD1	-4.347
GPD1	-7.820
GPD1L	-15.324
GPD2	-10.252
GPER1	-4.544
GPHA2	-6.448
GPHN	-10.868
GPI	2.520
GPIHBP1	-11.905
GPKOW	5.229
GPLD1	-14.317
GPM6A	-11.297
